Time,REF_temp,RTD2,RTD3,RTD4,RTD5,RTD6,RTD7,RTD8
17.580542087554928,30.094,30.9336,30.8956,31.0237,30.9359,30.9028,30.916,30.9623
22.547693729400635,30.101,30.9366,30.8984,31.0281,30.9389,30.9052,30.919,30.9644
27.51084804534912,30.101999999999997,30.9383,30.9024,31.0305,30.9416,30.9086,30.9225,30.968
32.47999906539917,30.104,30.9409,30.903,31.0324,30.9454,30.9118,30.9258,30.9713
37.4521553516388,30.105999999999998,30.9456,30.9063,31.0351,30.9476,30.9128,30.928,30.9734
42.43530488014221,30.109,30.9472,30.909,31.0368,30.949,30.9151,30.9288,30.9765
47.41445779800415,30.11,30.9497,30.9123,31.0409,30.9537,30.9191,30.9337,30.9803
52.38261103630066,30.116999999999997,30.9527,30.9153,31.0449,30.9569,30.9221,30.935,30.983
57.35376310348511,30.119,30.9554,30.9168,31.0444,30.9588,30.9243,30.9392,30.9857
62.32291340827942,30.12,30.9587,30.921,31.0493,30.9612,30.927,30.9422,30.9885
67.28706741333008,30.122,30.9601,30.9218,31.0523,30.964,30.9293,30.9448,30.9907
72.2422227859497,30.125,30.9639,30.9266,31.0532,30.9661,30.9325,30.947,30.9934
77.21487522125244,30.127,30.9666,30.9277,31.0554,30.9697,30.9352,30.9497,30.995
82.21303129196167,30.134,30.9696,30.9305,31.0589,30.973,30.9371,30.9542,30.9993
87.16518211364746,30.136,30.9691,30.9326,31.0624,30.9755,30.9396,30.9566,31.0013
