,1,2,3,4,5,6,7,8,REF
18,51.3072,49.92131899960319,49.96550065152289,49.950507037536184,49.92643878307028,49.84501496114257,49.85988448962424,49.85329847799057,49.784
19,51.309,49.92083297762019,49.96511206103999,49.94953558111014,49.924884457230156,49.842489710525754,49.8581372131441,49.84970448866873,49.785
20,61.5658,59.88379505556046,59.93862950877668,59.927727050105545,59.907867047188034,59.800591287570406,59.81325009009556,59.82695934889979,59.773999999999994
21,61.5662,59.88330910992621,59.93989282978239,59.927727050105545,59.905535371085406,59.79855141656179,59.812764879268975,59.82725077239494,59.769
22,61.5689,59.88330910992621,59.94018436540473,59.92976801848774,59.90767274084595,59.79932851027205,59.809659529804975,59.82715363122989,59.771
23,61.5711,59.887196674856106,59.94300254319647,59.933461199729045,59.909130038412414,59.80350538911886,59.81742290290108,59.83006786618003,59.766000000000005
24,61.5717,59.88612759453322,59.94300254319647,59.93394714466366,59.91049018280956,59.80428248288649,59.81325009009556,59.83171926598394,59.776
25,61.5724,59.88748824221257,59.94232229336657,59.933461199729045,59.91214178672271,59.80496243994055,59.814026427402816,59.830262148509945,59.778
26,61.5738,59.890598293899515,59.947764292328216,59.935599357501275,59.912044633551275,59.80612808062069,59.81509389116961,59.83210783064357,59.766000000000005
27,61.5748,59.889237646312424,59.944848935649965,59.935502168508265,59.91408485015318,59.80729372132109,59.81742290290108,59.833176383457285,59.778999999999996
28,61.5749,59.892639265204465,59.947764292328216,59.93705719243487,59.91593076041538,59.80913931913814,59.821595715163525,59.83745059470854,59.781000000000006
29,61.5751,59.89312521073989,59.94902761362113,59.939098161462994,59.91729090482112,59.80972213951197,59.82208092585647,59.8391991356733,59.781000000000006
30,61.578,59.89468023641859,59.95194297060251,59.94045880756022,59.916416526274375,59.80943072932442,59.82470106347149,59.83667346539057,59.768
31,61.5781,59.89468023641859,59.95116554205346,59.941041941621094,59.91787382385267,59.81147060066384,59.82654486388704,59.83997626499064,59.777
32,61.5786,59.892736454311965,59.94902761362113,59.939486917484366,59.918553896056544,59.81030495989085,59.82576852688289,59.840267688484595,59.778
33,61.5818,59.897595909424034,59.954955506372045,59.94337447797991,59.918553896056544,59.81156773739583,59.82780641147868,59.83871342984985,59.769
34,61.5826,59.897595909424034,59.95660754221247,59.94648452674521,59.92224571659928,59.815356070053426,59.828679790551504,59.84230765294153,59.773
35,61.5832,59.89847061128951,59.95446961349073,59.944443557206,59.92175995073767,59.81642457417503,59.82732120087239,59.843376205751746,59.776
36,61.5837,59.89963688041752,59.957287792284134,59.94638733771633,59.92175995073767,59.814967523104336,59.82431289494944,59.840267688484595,59.773999999999994
37,61.583999999999996,59.89885936766881,59.955247042103665,59.94512388037005,59.92166279756539,59.81487038636742,59.82974725383043,59.84230765294153,59.771
38,61.585,59.89963688041752,59.955538577837395,59.94522106939477,59.922537176116336,59.81389901900595,59.82324543148958,59.841724805953966,59.778
39,61.588,59.9026497421942,59.95845393529092,59.950663655289794,59.92535461811863,59.81759021505437,59.827418242994234,59.8444447585616,59.776
40,71.8465,69.86324927936538,69.93513239566269,69.92864345621463,69.9116352458995,69.78212776885975,69.78360811249283,69.82302787215437,69.777
41,71.8465,69.86383225214918,69.93386884888446,69.92640759196786,69.90852653696162,69.78183630715634,69.77720541163443,69.8215708587334,69.779
42,71.8473,69.86373509001933,69.93697911790822,69.92874066770503,69.91056662721662,69.78241923056493,69.78448120795628,69.82205652987702,69.77600000000001
43,71.8479,69.86558117043143,69.93697911790822,69.92844903323419,69.91056662721662,69.78319646178723,69.78516028218769,69.82283360369996,69.78
44,71.8483,69.86480387342989,69.93571557110464,69.92844903323419,69.90881797843002,69.78154484545466,69.78564533520048,69.82176512719124,69.774
45,71.8489,69.86655279165458,69.93668753018277,69.9314625894838,69.91318960032018,69.78416800083258,69.78496626098031,69.82516482511811,69.779
46,71.8494,69.86373509001933,69.93542398338319,69.93155980097758,69.9116352458995,69.78319646178723,69.78603337760497,69.82283360369996,69.775
47,71.8494,69.866066981047,69.93863144836982,69.93262912741712,69.9133838946205,69.78572246334545,69.7843841973505,69.82438775132051,69.777
48,71.8505,69.86616414316916,69.93863144836982,69.9314625894838,69.90930371420815,69.78232207666301,69.7862273988053,69.82147372450427,69.777
49,71.8508,69.86810738554506,69.93950621156738,69.93262912741712,69.91493824900496,69.78572246334545,69.78962276960333,69.8279817175636,69.78
50,71.8508,69.86849603400489,69.94106134616133,69.9323374929322,69.91318960032018,69.78698546417371,69.78952575901454,69.8264275700212,69.779
51,71.8511,69.86742725072806,69.9380482729094,69.93253191592203,69.91416107181675,69.7849452320828,69.78680946239855,69.82535909356618,69.779
52,71.8513,69.86810738554506,69.93882584019079,69.93262912741712,69.91542398474348,69.78659684853075,69.78758554717162,69.82720464379662,69.779
53,71.8513,69.86655279165458,69.93931181974499,69.93301797339865,69.91241242311386,69.78552815552862,69.78729451538412,69.82487342244501,69.778
54,71.8515,69.86869035823288,69.93833986063915,69.93379566536733,69.9157154261851,69.78552815552862,69.78603337760497,69.82720464379662,69.779
55,71.8518,69.86975914146397,69.94086695433565,69.93340681938204,69.91581257333205,69.78543100162051,69.78797358955046,69.8279817175636,69.779
56,71.8519,69.86927333090918,69.94086695433565,69.93262912741712,69.91445251326327,69.7862082328909,69.78826462133122,69.82545622779003,69.779
57,71.8519,69.8676215749631,69.93989499521342,69.93467056884106,69.91522969044846,69.78445946254995,69.7874885365761,69.8264275700212,69.779
58,71.8524,69.86733008861006,69.93931181974499,69.9323374929322,69.9133838946205,69.7862082328909,69.78729451538412,69.82613616735324,69.78
59,71.8545,69.8688846824596,69.94145012981393,69.93408729985751,69.91474395470865,69.78630538680058,69.78933173783602,69.8265247042436,69.779
60,82.1309,79.8474885731587,79.9341790884042,79.93216259904143,79.92009217217765,79.77572032205408,79.75872806095961,79.82498253424568,79.79899999999999
61,82.1314,79.84719720297531,79.93165189749547,79.93109325489253,79.91912089955508,79.77445702648215,79.75892201350086,79.82245757051543,79.794
62,82.1316,79.84845980707507,79.93476228630337,79.93381522179655,79.91999504491656,79.77523443913687,79.75921294231013,79.82372005240262,79.797
63,82.1324,79.84923679417693,79.93573428279956,79.93342636938583,79.91912089955508,79.77484573280753,79.75921294231013,79.82420562234748,79.8
64,82.1325,79.84884830062947,79.93573428279956,79.93575948382961,79.92184046283265,79.77669208790707,79.76144339641071,79.82682769993693,79.797
65,82.1335,79.84671158599434,79.9341790884042,79.93430128730805,79.9182467541725,79.77358243726452,79.75911596604072,79.82022394860691,79.794
66,82.1337,79.8493339175627,79.93631748069583,79.93498177902052,79.9219375900888,79.77640055814858,79.75892201350086,79.82507964823178,79.798
67,82.134,79.85011090463331,79.93738667683623,79.93556505762784,79.91931515408169,79.77620620497748,79.76027968125072,79.82498253424568,79.79899999999999
68,82.1346,79.85030515139663,79.9375810761341,79.93585669693036,79.92213184460027,79.77776103037391,79.75998875245291,79.82430273633567,79.8
69,82.1348,79.85059652153835,79.93913627051269,79.93731489343126,79.92271460812852,79.77678926449373,79.76299501654624,79.82779883973656,79.798
70,82.1351,79.85030515139663,79.93806707437824,79.93663440173326,79.92077206299794,79.77465137964434,79.75843713214513,79.82274891249331,79.796
71,82.1354,79.84952816433297,79.93903907086425,79.93556505762784,79.92290886263584,79.77795538355292,79.75921294231013,79.82498253424568,79.8
72,82.1356,79.85166487869121,79.93903907086425,79.9363427624328,79.92154908106266,79.77620620497748,79.76124944388752,79.82779883973656,79.801
73,82.1356,79.85205337218832,79.9385530726216,79.93867587681466,79.92242322636557,79.77746950060725,79.76464361284282,79.82779883973656,79.797
74,82.1364,79.85185912544064,79.9385530726216,79.93702325413264,79.9219375900888,79.77717797084283,79.76183130145293,79.82372005240262,79.797
75,82.1365,79.8524418656785,79.93816427402696,79.93741210653064,79.92077206299794,79.77834408991387,79.76338292156622,79.82653635799194,79.79899999999999
76,82.1372,79.85156775531586,79.93865027227021,79.93760653272912,79.92038355395934,79.77746950060725,79.76018270498514,79.82352582442284,79.797
77,82.1378,79.85312172926959,79.93981666805094,79.93916194230464,79.92397726240752,79.77980173880276,79.76377082658067,79.82789595371507,79.797
78,82.1401,79.85321885263801,79.9424410585418,79.93945358159759,79.92475428040349,79.77999609199213,79.76532244658283,79.82818729564909,79.798
79,82.1409,79.85525844327456,79.94214945959943,79.94198112210405,79.92446289865694,79.78057915156623,79.76541942283,79.82682769993693,79.79899999999999
80,92.4269,89.83879264821472,89.94437819829723,89.9489620351881,89.93772743504715,89.78320354530818,89.74646065580488,89.83513792792058,89.82799999999999
81,92.4276,89.84092825110112,89.94428100855268,89.94964239151074,89.93646522019142,89.78223149747876,89.74781780336205,89.83572041030527,89.83
82,92.4277,89.83937508539188,89.945836044446,89.94944800399142,89.93403788374273,89.78164826879554,89.74539432552993,89.83057514875438,89.82700000000001
83,92.428,89.84325799940183,89.94612761367135,89.95012836030392,89.93821290228156,89.78446720753138,89.7469453513694,89.83649705346295,89.834
84,92.4284,89.84034581397658,89.94428100855268,89.95041994157636,89.93763034159907,89.78378677402029,89.74675147314473,89.83445836512071,89.83200000000001
85,92.4285,89.8408311782484,89.94525290599087,89.95071152284619,89.9371448743528,89.7829119309562,89.74675147314473,89.83533208871705,89.833
86,92.429,89.84286970804031,89.94641918289527,89.94867045390264,89.93976639736529,89.78631409856433,89.74956270725637,89.83620581228176,89.835
87,92.4309,89.84170483390311,89.94709951107868,89.95421049788095,89.93821290228156,89.78378677402029,89.74781780336205,89.83562332990878,89.82700000000001
88,92.4311,89.84189897959813,89.94632199315413,89.95246101041047,89.93772743504715,89.78582807459777,89.74907801174234,89.83416712391491,89.82700000000001
89,92.4316,89.84422872776729,89.94768264951529,89.95226662290796,89.94180535950915,89.78553646022145,89.75004740276107,89.83795325931628,89.83200000000001
90,92.4326,89.84209312529094,89.94807140846976,89.95304417291106,89.94131989234785,89.78573086980536,89.74985352456032,89.83669121424849,89.831
91,92.4327,89.8451994560779,89.94846016742164,89.95353014165356,89.94229082666057,89.78680012253841,89.75101679374238,89.83698245542382,89.83
92,92.4332,89.84248141667003,89.94884892637091,89.95634876021745,89.93889255639314,89.78611968897681,89.74936882905189,89.83465252592264,89.82700000000001
93,92.4334,89.84364629075459,89.95011239293808,89.95780666627559,89.94005767768222,89.78631409856433,89.74956270725637,89.83669121424849,89.82799999999999
94,92.4334,89.84451994626623,89.95011239293808,89.95576559777592,89.94277629380208,89.78738335131722,89.75140455012443,89.83766201815264,89.831
95,92.4335,89.84422872776729,89.94865454689659,89.95226662290796,89.9419995463709,89.78864701370843,89.74936882905189,89.838535741633,89.835
96,92.4338,89.84549067456038,89.95069553134445,89.95255820416129,89.9412227989144,89.78806378490619,89.74752698603453,89.83688537503244,89.835
97,92.4351,89.84733505816827,89.95166742867536,89.95654314769561,89.94539781619564,89.79117433864324,89.75188924559359,89.8404773492539,89.833
98,92.4356,89.84422872776729,89.94991801346801,89.95353014165356,89.9453007227788,89.79068831460154,89.75188924559359,89.83892406316969,89.835
99,92.4367,89.84733505816827,89.95244494652839,89.95712631012323,89.94365013463197,89.78893862811363,89.75159842831322,89.83872990240214,89.831
100,102.72,99.82671793550972,99.95061885483832,99.9523893568705,99.9505751426765,99.7929010389766,99.7241185555419,99.83910575954833,99.853
101,102.7204,99.82613587210487,99.95032735628223,99.9550125011283,99.95008991401146,99.79192865422877,99.72896351585109,99.8384265251052,99.852
102,102.7216,99.82914319943997,99.95129901812552,99.95782995196797,99.95241901148277,99.79523476251582,99.73167669318637,99.84114346272482,99.86200000000001
103,102.7216,99.82613587210487,99.95100751957564,99.95190358937592,99.94882831942037,99.7934844698423,99.72973870940756,99.83716508964332,99.852
104,102.7216,99.82924020998855,99.95265934465657,99.95608118942661,99.952807194365,99.79513752403095,99.72964181021439,99.83968796047928,99.861
105,102.7223,99.82691195663939,99.95061885483832,99.9540409662599,99.94931354811985,99.79435961616473,99.72973870940756,99.83891169256717,99.855
106,102.7225,99.83050134706006,99.95217351375925,99.95578972898754,99.95183673714357,99.79562371645883,99.72847901986529,99.83755322364095,99.85700000000001
107,102.7236,99.82788206224791,99.95207634757891,99.95705272419154,99.95106037132828,99.79319275440787,99.72944801182689,99.83813542462181,99.853
108,102.7241,99.82943423108378,99.95314517554647,99.9605502489371,99.95135150851299,99.7941651392017,99.73051390293833,99.83784432413373,99.853
109,102.7252,99.82943423108378,99.95265934465657,99.95802425890716,99.95533038289261,99.79640162436188,99.73128909644345,99.8425019313818,99.859
110,102.7252,99.82953124163039,99.95333950790038,99.95928725396378,99.95203082859209,99.79669333983135,99.72876971745798,99.83891169256717,99.85799999999999
111,102.7254,99.83118042082141,99.95285367701341,99.9590929470374,99.95484515435744,99.79601267040753,99.73051390293833,99.83959092699209,99.859
112,102.7259,99.83079237867604,99.953922504955,99.96132747657157,99.95261310292494,99.79747124776554,99.73167669318637,99.84172566359028,99.859
113,102.7262,99.82991928381021,99.9563516592349,99.96268762485597,99.95435992580902,99.79620714738398,99.7311921972567,99.84191973054129,99.85799999999999
114,102.7262,99.83147145242349,99.95518566520357,99.9605502489371,99.95290424008421,99.79669333983135,99.73196739073937,99.84085236228508,99.859
115,102.7263,99.83118042082141,99.95431116965217,99.96035594202354,99.95387469724733,99.79591543191982,99.73254878583452,99.83910575954833,99.854
116,102.7271,99.83350867347103,99.9569346562346,99.96142463002364,99.95513629148014,99.79717953228756,99.73380847515784,99.84318116567208,99.859
117,102.728,99.83166547348821,99.95460266817196,99.96191039727671,99.95076923413879,99.79640162436188,99.732451886653,99.83959092699209,99.853
118,102.7281,99.83166547348821,99.95596299456251,99.96365915928568,99.95494220006552,99.79883258670485,99.7345836685539,99.84221083096388,99.85799999999999
119,102.7288,99.83195650508036,99.95586582839367,99.96161893692636,99.95445697151976,99.79795744023589,99.7311921972567,99.84162863011402,99.85600000000001
120,123.3156,119.79638406638789,119.95939432494451,119.9556835059794,119.96344290508493,119.83890982285826,119.69079764410517,119.83462587002957,119.889
121,123.3164,119.79280059568757,119.95929724688361,119.95548948588298,119.96072946565927,119.83832588838624,119.69137851021213,119.83549796684134,119.88799999999999
122,123.3164,119.79580296311396,119.95987971524066,119.95675061644542,119.96644706943206,119.84095359364095,119.69186256528874,119.83714526064709,119.899
123,123.3171,119.79512500925382,119.95987971524066,119.95742968668529,119.9616985512404,119.83706069708708,119.69157213224413,119.83414137177357,119.89
124,123.3172,119.79386595196915,119.96026802746749,119.95578051602625,119.96179545979412,119.837547309116,119.69234662035399,119.8352072679111,119.88799999999999
125,123.3188,119.79706202016692,119.96415114924258,119.95898184706802,119.96421817337712,119.84114823848799,119.69341154145754,119.83714526064709,119.896
126,123.3197,119.79783682443238,119.96288913476405,119.9587878270328,119.96605943536593,119.84163485061366,119.69505732850931,119.83927705229706,119.895
127,123.32,119.79735257177316,119.96385991514056,119.95956390715216,119.96479962456267,119.84270539733069,119.69408921849477,119.83724216027572,119.89
128,123.3205,119.79783682443238,119.96385991514056,119.95830277692895,119.96353981362427,119.84036965911088,119.69418602949827,119.83627316395443,119.895
129,123.3206,119.79783682443238,119.96356868103348,119.95869081701382,119.96392744777354,119.84056430395239,119.69331473045038,119.83666076249229,119.897
130,123.3206,119.79609351475493,119.96201543237726,119.95820576690545,119.96392744777354,119.84007769185206,119.69331473045038,119.83462587002957,119.889
131,123.321,119.79735257177316,119.96337452495929,119.95820576690545,119.96518725867037,119.83988304701515,119.69583181648821,119.8389863534579,119.89299999999999
132,123.3214,119.80035493790119,119.96463653940141,119.9594668971404,119.96896669054996,119.84416523385283,119.6943796515039,119.84073054638786,119.9
133,123.3218,119.79841792759403,119.96259790064016,119.9622801871165,119.96499344161812,119.8430946870598,119.69254024237691,119.83617626431803,119.891
134,123.3218,119.79841792759403,119.96589855374881,119.9622801871165,119.96654397794659,119.84212146275085,119.69689673741168,119.83675766212481,119.89200000000001
135,123.3226,119.79754627283951,119.96405407120913,119.9594668971404,119.96702852050724,119.8419268178946,119.69583181648821,119.83695146138753,119.896
136,123.3229,119.79977383484648,119.96512192954623,119.96160111719156,119.96654397794659,119.84319200949324,119.69583181648821,119.83743595953064,119.9
137,123.3239,119.7995801338211,119.96686933395155,119.9643173966268,119.97109867722746,119.84591703781626,119.69544457250241,119.84169954235104,119.898
138,123.3242,119.79938643279218,119.96638394385718,119.96383234677938,119.9679976055686,119.84387326654013,119.69631587146026,119.83869565461171,119.89399999999999
139,123.3244,119.80054863891232,119.96657809989662,119.96402636672104,119.96751306304792,119.84319200949324,119.69805846926543,119.83918015268479,119.896
140,133.6132,129.76638369841532,129.9524138027693,129.93677168002907,129.9533227971383,129.8666304575422,129.65938938559978,129.8159664950985,129.903
141,133.6135,129.767834991473,129.95571226219653,129.93541498240808,129.95729238021818,129.86857791010362,129.6633566601995,129.82090394529888,129.90200000000002
142,133.6138,129.7698668013737,129.95813759949948,129.9385160052241,129.95642100845717,129.86935689118576,129.6636469485531,129.8207103198453,129.90200000000002
143,133.614,129.76638369841532,129.95542122169104,129.9384190982782,129.95429098827825,129.86633833967568,129.66209874395062,129.81848362686821,129.9
144,133.6143,129.76831875577528,129.95445108662776,129.9385160052241,129.95458144560197,129.86711732066325,129.66316313462804,129.82090394529888,129.90200000000002
145,133.6145,129.76706096853707,129.95493615416808,129.93754693571543,129.9528387015333,129.86809104694396,129.66461457636697,129.82051669438812,129.9
146,133.6147,129.76706096853707,129.95396601907015,129.93551188938818,129.9550655411229,129.86789630168371,129.66287284626725,129.81896769059975,129.903
147,133.6152,129.76773823860952,129.95542122169104,129.93696549395727,129.95458144560197,129.86809104694396,129.66432428802787,129.819742192523,129.901
148,133.6153,129.76812525005738,129.95794357253118,129.93754693571543,129.95738919929806,129.86984375437882,129.66713040845778,129.8229370123422,129.90200000000002
149,133.6155,129.76802849719692,129.95357796501156,129.93900053993707,129.9550655411229,129.86643571229735,129.66461457636697,129.8201294434628,129.901
150,133.6155,129.77112458823288,129.95794357253118,129.93948507462247,129.95584009390777,129.87081748080348,129.66587249245308,129.82177525979503,129.903
151,133.6156,129.76735122714558,129.9566823971697,129.93900053993707,129.95554963662045,129.86906477327608,129.66490486470175,129.82196888522864,129.903
152,133.6158,129.76802849719692,129.95571226219653,129.93900053993707,129.9551623602243,129.86770155642552,129.6638404741197,129.8199358179947,129.9
153,133.6166,129.76909277860668,129.95619732969178,129.93948507462247,129.9550655411229,129.8683831648382,129.6638404741197,129.8202262561955,129.901
154,133.6168,129.7700603070554,129.95765253207352,129.93977579542047,129.9569051038893,129.86935689118576,129.66461457636697,129.8202262561955,129.90200000000002
155,133.6168,129.77112458823288,129.95794357253118,129.94326444422205,129.95535599842424,129.86994112701896,129.66577572968012,129.82090394529888,129.90200000000002
156,133.6171,129.76938303715184,129.95813759949948,129.93900053993707,129.95458144560197,129.87062273551442,129.66703364569105,129.82400195206228,129.90200000000002
157,133.6176,129.7698668013737,129.95736149160967,129.93967888848888,129.95777647560828,129.86994112701896,129.66490486470175,129.82245294879675,129.90200000000002
158,133.6178,129.7703505655704,129.95765253207352,129.94219846835102,129.95564645571716,129.87188857993002,129.66684012015622,129.82100075802433,129.90200000000002
159,133.6183,129.77054407124206,129.9603689094356,129.94190774763575,129.95661464663283,129.86984375437882,129.66935595195906,129.82216251065864,129.90200000000002
160,143.9071,139.73103354971926,139.9373093555176,139.89475094667958,139.9315228744783,139.8997090135974,139.62867562802424,139.7899889731759,139.904
161,143.9087,139.73151676658864,139.93808483820197,139.89755765625677,139.93200645355017,139.89980644192934,139.62838549263583,139.78960212297187,139.904
162,143.9087,139.732773130318,139.93905419148308,139.89726730704112,139.9327801800095,139.90029358359757,139.62867562802424,139.79037582336338,139.905
163,143.9094,139.73180669669682,139.9407990271811,139.89804157159008,139.9297819895984,139.89931930027532,139.6276117982444,139.78786129684823,139.90200000000002
164,143.9095,139.73402949385815,139.940411285938,139.8970737408908,139.9348112116397,139.9027292921514,139.63080328739932,139.7935673367769,139.909
165,143.9097,139.7294872555491,139.93740629085602,139.89959010043728,139.93229660098044,139.90019615526276,139.629546034162,139.79114952368852,139.903
166,143.9102,139.73547914386157,139.94108983310477,139.89871905300188,139.9351980747539,139.9027292921514,139.63041644025856,139.79289034917747,139.907
167,143.9104,139.73402949385815,139.94176838023105,139.9010418459278,139.93345719060528,139.90253443545404,139.62935261057936,139.79289034917747,139.904
168,143.9104,139.73489928389043,139.94283466849063,139.89929975130391,139.93384405377938,139.90370357567227,139.6320605405508,139.79269692413976,139.907
169,143.9105,139.7307436195842,139.93740629085602,139.89784800546067,139.93210316936134,139.90126786697655,139.62935261057936,139.7889251350748,139.903
170,143.9105,139.7307436195842,139.9388603208335,139.89910618520844,139.93161959029482,139.9004884402688,139.629546034162,139.79018239827172,139.90200000000002
171,143.9112,139.734416067217,139.941380639021,139.8988158360555,139.9360685166983,139.90380100402746,139.6296427459525,139.7949213118233,139.904
172,143.9115,139.73393285051563,139.940411285938,139.9010418459278,139.93423091693631,139.90156015200128,139.6318671169946,139.79260021161934,139.90200000000002
173,143.9118,139.73325634708664,139.94031435062516,139.89900940215878,139.93326375901185,139.90302157720168,139.63109342274961,139.79172979888887,139.907
174,143.9118,139.73354627713434,139.93982967404858,139.89784800546067,139.93548822207833,139.90350871896356,139.63167369343643,139.7935673367769,139.908
175,143.912,139.73402949385815,139.94157450962766,139.901525761026,139.93500464319894,139.9033138622571,139.6313835580953,139.79172979888887,139.904
176,143.9131,139.7366388636829,139.94254386261156,139.89978366651968,139.9362619482297,139.90370357567227,139.6326408112071,139.79366404928695,139.908
177,143.9133,139.73451271055393,139.94205918612994,139.90249359112445,139.93345719060528,139.90243700710622,139.6318671169946,139.79240678657536,139.903
178,143.9148,139.73615564711028,139.94302853907257,139.9004611477669,139.93655209551883,139.90467785924986,139.6338013524648,139.7949213118233,139.909
179,143.9171,139.7378952266407,139.9453549857979,139.9010418459278,139.935971800931,139.90380100402746,139.6338013524648,139.7943410368283,139.909
180,154.2064,149.6873634835899,149.91674446027594,149.85206421478554,149.89893431710252,149.9403691587436,149.59188583312223,149.753670163275,149.904
181,154.2077,149.6886182700341,149.9207150416203,149.85206421478554,149.90434383755544,149.9430988663858,149.59178917510062,149.75540894490743,149.904
182,154.2087,149.68765304971092,149.91732552106114,149.85071128034627,149.89961050736562,149.94134405427423,149.59236912322234,149.75473275209526,149.904
183,154.2089,149.68630174105107,149.91780973835574,149.853803701487,149.89661595003832,149.93910179464666,149.5896626984893,149.750289197908,149.906
184,154.2095,149.6868808733635,149.91693814720819,149.85225749110987,149.8988377184887,149.93929677373166,149.5922724652034,149.75270417331592,149.906
185,154.21,149.6873634835899,149.91722867759933,149.8542868921506,149.89816152815817,149.9403691587436,149.59082259485484,149.74970960370163,149.906
186,154.2102,149.68929392418693,149.91974660729463,149.85341714892897,149.89961050736562,149.94105158560853,149.59314238735473,149.75318716831,149.904
187,154.2104,149.68784609378542,149.91848764252794,149.8565095687172,149.89970710596984,149.94007669009653,149.59082259485484,149.75270417331592,149.904
188,154.2113,149.69132088628248,149.92216769292915,149.85467344465437,149.90328125347878,149.9442687412386,149.59758865545112,149.75965929841811,149.904
189,154.2113,149.69479567717985,149.92294244020567,149.85544654958935,149.9055996185492,149.94573108493034,149.59720202348768,149.75666473140694,149.908
190,154.2117,149.6868808733635,149.92023082446943,149.855639825808,149.8983547254015,149.93988171100162,149.59256243925867,149.75144838619474,149.904
191,154.2117,149.68813565988796,149.91994029416742,149.85515663525004,149.8994173101536,149.9385168574065,149.59314238735473,149.75222117829264,149.904
192,154.2122,149.68813565988796,149.91868132942568,149.85515663525004,149.8993207115458,149.9393942632751,149.59526886354215,149.75395996023997,149.904
193,154.2125,149.68813565988796,149.91751920798185,149.85419025402095,149.89864452125744,149.93978422145506,149.59381899344248,149.75173818324018,149.904
194,154.213,149.6875565276718,149.919552920418,149.85689612108203,149.89912751432658,149.93910179464666,149.5920791491639,149.75173818324018,149.904
195,154.2132,149.69228610613666,149.92090872847393,149.85419025402095,149.90598601266015,149.9455361057634,149.59410896747204,149.7585967102521,149.908
196,154.2133,149.69305828193112,149.92294244020567,149.85544654958935,149.90482683026946,149.94573108493034,149.59797528740594,149.75956269949975,149.906
197,154.2143,149.69074175431072,149.92274875339228,149.8564129306222,149.90637240675187,149.9455361057634,149.59604212754604,149.7606252875374,149.91
198,154.2145,149.69431306742868,149.9239108742151,149.85670284490266,149.90675880082435,149.94573108493034,149.59720202348768,149.75811371558456,149.909
199,154.2155,149.69450611133286,149.92468562135363,149.85737931150413,149.9065656037905,149.94729091835558,149.59807194539331,149.758789908111,149.909
200,164.5197,159.63992738017203,159.89849262208784,159.79926132734593,159.86695216622002,160.00127759204338,159.5585892665189,159.71344789388644,159.91299999999998
201,164.52,159.63963821382302,159.89926652438754,159.8017696034026,159.86868857788443,160.00225315571723,159.55800965795157,159.71643852488927,159.915
202,164.5206,159.64012015773127,159.9009110665425,159.802637852537,159.87061792366947,160.00225315571723,159.5625499245205,159.7177891320308,159.915
203,164.5211,159.63925265867212,159.8986860976693,159.80070840982762,159.8682062413545,159.9988386831537,159.56032809209938,159.71441261370083,159.912
204,164.52200000000002,159.6406984903767,159.9009110665425,159.80302374099668,159.8701355872734,160.001960486608,159.56032809209938,159.71566674926584,159.914
