RTD temps,REF_temp,Time
"[41.6678, 41.6258, 41.76, 41.6732, 41.6371, 41.6649, 41.7017]",40.543,14151.63017296791
"[41.6669, 41.6268, 41.7589, 41.6741, 41.6376, 41.6657, 41.7029]",40.543,14156.596272706985
"[41.6672, 41.6271, 41.7597, 41.6722, 41.6368, 41.6647, 41.7018]",40.544,14161.550372838974
"[41.6676, 41.6263, 41.7595, 41.6732, 41.6371, 41.6666, 41.7018]",40.543,14166.509473323822
"[41.6667, 41.6265, 41.7597, 41.6735, 41.6374, 41.6654, 41.7025]",40.544,14171.466572999954
"[41.6676, 41.6276, 41.7592, 41.6749, 41.6378, 41.6658, 41.7031]",40.543,14176.446672677994
"[41.668, 41.6249, 41.76, 41.673, 41.6368, 41.6658, 41.7025]",40.544,14181.429773330688
"[41.6659, 41.6271, 41.7589, 41.6751, 41.6354, 41.666, 41.7015]",40.543,14186.403872966766
"[41.6662, 41.6258, 41.7595, 41.6746, 41.6376, 41.6658, 41.7023]",40.544,14191.377974510193
"[41.6665, 41.6257, 41.7593, 41.6732, 41.6378, 41.6668, 41.7029]",40.543,14196.35007405281
"[41.6676, 41.6265, 41.7597, 41.6733, 41.6378, 41.6655, 41.7026]",40.543,14201.312174320221
"[41.6664, 41.6249, 41.7565, 41.6724, 41.636, 41.6642, 41.7009]",40.543,14206.304275035858
"[41.6662, 41.6266, 41.7578, 41.6733, 41.6363, 41.665, 41.701]",40.543,14211.28637623787
"[41.6662, 41.6262, 41.7582, 41.673, 41.637, 41.6655, 41.702]",40.543,14216.256475687027
"[41.6659, 41.6258, 41.7582, 41.6735, 41.6362, 41.6668, 41.7015]",40.543,14221.201575756073
"[41.6657, 41.627, 41.759, 41.6722, 41.6378, 41.665, 41.7006]",40.543,14226.17367529869
"[41.6675, 41.6239, 41.7585, 41.6725, 41.6371, 41.6642, 41.7015]",40.543,14231.14277625084
"[41.6657, 41.6265, 41.7603, 41.673, 41.6373, 41.6639, 41.7017]",40.543,14236.08787560463
"[41.6667, 41.627, 41.7605, 41.6727, 41.6373, 41.6657, 41.7022]",40.543,14241.055977106094
"[41.6673, 41.6263, 41.7601, 41.673, 41.6371, 41.6646, 41.702]",40.543,14246.038076877594
"[41.6662, 41.6235, 41.7579, 41.6735, 41.636, 41.6633, 41.7014]",40.543,14251.004177808762
"[41.6669, 41.6244, 41.7587, 41.6724, 41.6365, 41.6642, 41.7014]",40.543,14255.975277662277
"[41.667, 41.6258, 41.7608, 41.6728, 41.6365, 41.6676, 41.702]",40.543,14260.936378240585
"[41.6673, 41.6257, 41.76, 41.6736, 41.6362, 41.6663, 41.7004]",40.543,14265.909478187561
"[41.6664, 41.6265, 41.76, 41.6728, 41.6359, 41.6661, 41.7029]",40.543,14270.870578050613
"[41.6672, 41.6262, 41.7603, 41.6735, 41.637, 41.6658, 41.7014]",40.542,14275.84267783165
"[41.667, 41.6252, 41.759, 41.6727, 41.6349, 41.6644, 41.7025]",40.543,14280.805778265
"[41.668, 41.6249, 41.7611, 41.6732, 41.637, 41.665, 41.7017]",40.543,14285.78887796402
"[41.6667, 41.6252, 41.76, 41.6747, 41.6368, 41.6665, 41.7015]",40.543,14290.753979206085
"[41.6662, 41.627, 41.7609, 41.6749, 41.6378, 41.6666, 41.7014]",40.543,14295.728078842163
"[41.6675, 41.6263, 41.7587, 41.6738, 41.6365, 41.6663, 41.7029]",40.543,14300.716179847717
"[41.6673, 41.626, 41.7585, 41.6727, 41.6359, 41.665, 41.702]",40.543,14305.678279399872
"[41.6684, 41.6258, 41.76, 41.674, 41.6365, 41.6661, 41.7026]",40.543,14310.645380020142
"[41.668, 41.6276, 41.7597, 41.6743, 41.6373, 41.6657, 41.7009]",40.543,14315.608479738235
"[41.6662, 41.6263, 41.7592, 41.6736, 41.6374, 41.6657, 41.7018]",40.543,14322.890627145767
"[41.6669, 41.6257, 41.7573, 41.6741, 41.6368, 41.665, 41.7029]",40.544,14327.8647274971
"[41.6662, 41.6257, 41.7589, 41.6717, 41.636, 41.6655, 41.7018]",40.544,14332.836870908737
"[41.6683, 41.6281, 41.76, 41.6733, 41.6362, 41.6657, 41.702]",40.543,14337.816021442413
"[41.6672, 41.6263, 41.7601, 41.6724, 41.6368, 41.6658, 41.7018]",40.543,14342.778170585632
"[41.6669, 41.6271, 41.7603, 41.6732, 41.6379, 41.6666, 41.7023]",40.544,14347.76632142067
"[41.6681, 41.6263, 41.7579, 41.674, 41.6362, 41.6665, 41.7004]",40.544,14352.748471021652
"[41.6672, 41.627, 41.7605, 41.6744, 41.6374, 41.666, 41.7034]",40.544,14357.746622085571
"[41.6676, 41.6257, 41.7598, 41.6735, 41.6368, 41.6652, 41.7022]",40.544,14362.687770605087
"[41.6681, 41.6266, 41.7592, 41.6746, 41.6367, 41.6658, 41.7026]",40.544,14367.6369202137
"[41.6675, 41.6265, 41.7612, 41.6751, 41.6368, 41.6661, 41.7015]",40.545,14372.601569414139
"[41.668, 41.6258, 41.7595, 41.6735, 41.6392, 41.6654, 41.7026]",40.545,14377.587720155716
"[41.6672, 41.6282, 41.7592, 41.6724, 41.6373, 41.6663, 41.7031]",40.544,14382.548869132996
"[41.6676, 41.6257, 41.7589, 41.6728, 41.6379, 41.6649, 41.7025]",40.544,14387.537020683289
"[41.6691, 41.6276, 41.7609, 41.6741, 41.637, 41.666, 41.7028]",40.544,14392.518170118332
"[41.667, 41.626, 41.7595, 41.6738, 41.6386, 41.6654, 41.7025]",40.544,14397.457318782806
"[41.6676, 41.6254, 41.7584, 41.6725, 41.6368, 41.6646, 41.7023]",40.544,14402.428468227386
"[41.6662, 41.6265, 41.7587, 41.6735, 41.6371, 41.6658, 41.7015]",40.544,14407.389618396759
"[41.6676, 41.6265, 41.7605, 41.674, 41.637, 41.6652, 41.6996]",40.544,14412.340767145157
"[41.6654, 41.6252, 41.7576, 41.6709, 41.6363, 41.6652, 41.7006]",40.544,14417.290920257568
"[41.6669, 41.6252, 41.7611, 41.6735, 41.6378, 41.665, 41.7017]",40.544,14422.269070863724
"[41.6664, 41.6266, 41.7608, 41.6735, 41.6365, 41.6663, 41.7023]",40.544,14427.2512216568
"[41.668, 41.627, 41.7609, 41.6746, 41.6379, 41.6679, 41.7039]",40.544,14432.212371349335
"[41.6676, 41.6265, 41.7603, 41.6719, 41.6376, 41.6661, 41.7042]",40.544,14437.180522441864
"[41.6676, 41.626, 41.7606, 41.6741, 41.6387, 41.6671, 41.7029]",40.545,14442.160672426224
"[41.667, 41.6265, 41.759, 41.6735, 41.6386, 41.6666, 41.7037]",40.544,14447.133823156357
"[41.6678, 41.6266, 41.7589, 41.6741, 41.6374, 41.6654, 41.7037]",40.545,14452.094972848892
"[41.6673, 41.6268, 41.7598, 41.6728, 41.6384, 41.6666, 41.7023]",40.545,14457.077124357224
"[41.6672, 41.6268, 41.759, 41.6744, 41.6382, 41.6655, 41.7036]",40.545,14462.073275327682
"[41.6686, 41.6251, 41.76, 41.6743, 41.6392, 41.6661, 41.7029]",40.545,14467.034427165985
"[41.6676, 41.6276, 41.7603, 41.6747, 41.6384, 41.6665, 41.7029]",40.544,14471.994576692581
"[41.6689, 41.6281, 41.7622, 41.6735, 41.6392, 41.6652, 41.7026]",40.544,14476.963727474213
"[41.668, 41.6262, 41.7606, 41.6736, 41.6384, 41.666, 41.7023]",40.545,14481.913876771927
"[41.6664, 41.6255, 41.7584, 41.6732, 41.6371, 41.6647, 41.702]",40.544,14486.913028001785
"[41.6676, 41.6271, 41.7597, 41.674, 41.6371, 41.6673, 41.7017]",40.544,14491.911178588867
"[41.6681, 41.6263, 41.759, 41.6733, 41.6363, 41.6666, 41.7031]",40.543,14496.874329090118
"[41.667, 41.6262, 41.7597, 41.6741, 41.637, 41.6647, 41.7006]",40.543,14501.84297990799
"[41.6672, 41.6271, 41.7593, 41.6728, 41.6376, 41.6647, 41.7012]",40.542,14506.803129434586
"[41.668, 41.6262, 41.76, 41.6733, 41.6371, 41.6665, 41.7028]",40.543,14511.765279769897
"[41.6681, 41.6281, 41.7598, 41.6754, 41.6374, 41.6668, 41.7023]",40.543,14516.743429660797
"[41.6661, 41.6274, 41.7611, 41.6733, 41.6381, 41.6673, 41.7014]",40.543,14521.731580495834
"[41.6683, 41.6273, 41.7605, 41.6744, 41.6374, 41.6661, 41.7023]",40.543,14526.706729888916
"[41.6675, 41.627, 41.7589, 41.6736, 41.6371, 41.6665, 41.7026]",40.544,14531.693881988525
"[41.6678, 41.6268, 41.7616, 41.673, 41.6381, 41.6674, 41.7026]",40.545,14536.674032449722
"[41.667, 41.6274, 41.759, 41.6738, 41.6363, 41.6649, 41.7018]",40.545,14541.654184103012
"[41.6669, 41.6265, 41.7595, 41.6725, 41.6374, 41.6654, 41.7023]",40.545,14546.615333795547
"[41.6686, 41.6281, 41.76, 41.6741, 41.6379, 41.6665, 41.702]",40.545,14551.577484846115
"[41.6681, 41.6273, 41.7601, 41.6749, 41.6376, 41.6674, 41.7028]",40.545,14556.589636087418
"[41.6686, 41.6263, 41.7597, 41.674, 41.6368, 41.6657, 41.7014]",40.545,14561.555787086487
"[41.6676, 41.6266, 41.7601, 41.6732, 41.6381, 41.6658, 41.7029]",40.545,14566.526936769485
"[41.6669, 41.6268, 41.7603, 41.6736, 41.6376, 41.6642, 41.7012]",40.545,14571.507086753845
"[41.6664, 41.6265, 41.7592, 41.674, 41.6373, 41.6665, 41.7015]",40.544,14576.46623635292
"[41.6676, 41.6255, 41.76, 41.6738, 41.6373, 41.6665, 41.7023]",40.544,14581.431386232376
"[41.6688, 41.627, 41.7593, 41.6738, 41.6371, 41.6666, 41.7028]",40.544,14586.403036355972
"[41.6673, 41.6274, 41.7593, 41.6722, 41.637, 41.666, 41.7022]",40.544,14591.391188621521
"[41.6664, 41.6271, 41.76, 41.6736, 41.6363, 41.665, 41.7025]",40.545,14596.363340377808
"[41.6672, 41.6266, 41.7603, 41.6732, 41.6363, 41.6663, 41.7017]",40.545,14601.32749080658
"[41.6662, 41.6266, 41.759, 41.6735, 41.637, 41.6652, 41.7022]",40.544,14606.289639949799
"[41.6664, 41.6271, 41.7593, 41.6736, 41.6362, 41.6679, 41.7012]",40.543,14611.254790306091
"[41.6683, 41.6266, 41.7601, 41.6736, 41.6373, 41.6661, 41.7029]",40.543,14616.220940113068
"[41.6676, 41.6258, 41.7592, 41.6732, 41.6368, 41.665, 41.7022]",40.544,14621.17008972168
"[41.6678, 41.6263, 41.7598, 41.673, 41.6374, 41.6655, 41.7015]",40.544,14626.159241199493
"[41.6669, 41.6271, 41.7608, 41.6735, 41.6368, 41.6668, 41.7018]",40.544,14631.15039229393
"[41.6664, 41.6271, 41.7592, 41.6736, 41.6365, 41.6665, 41.7017]",40.544,14636.11454153061
"[41.6672, 41.6273, 41.7606, 41.6736, 41.6378, 41.6652, 41.7014]",40.544,14641.0626912117
"[41.6672, 41.6274, 41.7606, 41.6735, 41.6373, 41.6658, 41.7018]",40.543,14646.009840011597
"[41.6678, 41.6279, 41.7587, 41.6744, 41.6374, 41.6665, 41.7015]",40.544,14650.95599102974
"[41.668, 41.6258, 41.7593, 41.6733, 41.6373, 41.6668, 41.7031]",40.544,14655.900140285492
"[41.6683, 41.6255, 41.7601, 41.6733, 41.6371, 41.6655, 41.7023]",40.545,14660.851290225983
"[41.6661, 41.6255, 41.759, 41.6744, 41.6357, 41.6676, 41.7025]",40.544,14665.832441806793
"[41.668, 41.6254, 41.7587, 41.6728, 41.6374, 41.6658, 41.7015]",40.544,14670.80059337616
"[41.6672, 41.6268, 41.7614, 41.6746, 41.6367, 41.6652, 41.7025]",40.544,14675.761742830276
"[41.6664, 41.6281, 41.7585, 41.6732, 41.6367, 41.6649, 41.702]",40.544,14680.72289466858
"[41.6675, 41.627, 41.76, 41.6732, 41.6368, 41.6668, 41.7023]",40.544,14685.69204568863
"[41.667, 41.6265, 41.7587, 41.6732, 41.6384, 41.6655, 41.7023]",40.544,14690.673196554184
"[41.6664, 41.6262, 41.76, 41.6725, 41.6381, 41.6661, 41.7023]",40.544,14695.637345790863
"[41.6673, 41.6266, 41.7606, 41.6741, 41.6373, 41.6665, 41.7018]",40.544,14700.587495565414
"[41.667, 41.6282, 41.7589, 41.6738, 41.637, 41.6666, 41.7029]",40.544,14705.553645849228
"[41.6673, 41.6262, 41.759, 41.6735, 41.6373, 41.6666, 41.7022]",40.544,14710.5207965374
"[41.6661, 41.6262, 41.7597, 41.6728, 41.6362, 41.6665, 41.7025]",40.543,14715.465947151184
"[41.6669, 41.627, 41.7592, 41.6733, 41.6376, 41.6661, 41.7034]",40.544,14720.448098182678
"[41.6664, 41.6246, 41.759, 41.6716, 41.6349, 41.6636, 41.7023]",40.543,14725.394246816635
"[41.6664, 41.6252, 41.7598, 41.6732, 41.6359, 41.6649, 41.7017]",40.543,14730.3453977108
"[41.667, 41.6268, 41.7585, 41.6738, 41.6371, 41.665, 41.7026]",40.543,14735.3265478611
"[41.6673, 41.6271, 41.7601, 41.6716, 41.636, 41.6654, 41.7009]",40.543,14740.274703025818
"[41.667, 41.6263, 41.7587, 41.6741, 41.6374, 41.665, 41.7022]",40.543,14747.507350683212
"[41.6662, 41.6257, 41.759, 41.6735, 41.6363, 41.6642, 41.7022]",40.543,14752.455845594406
"[41.667, 41.6265, 41.7595, 41.6735, 41.6367, 41.6652, 41.7022]",40.543,14757.4043405056
"[41.6667, 41.6268, 41.7578, 41.6733, 41.6365, 41.6655, 41.7026]",40.543,14762.353835344315
"[41.6669, 41.6262, 41.7587, 41.6736, 41.6371, 41.6646, 41.7026]",40.543,14767.328295707703
"[41.668, 41.6249, 41.76, 41.6736, 41.6365, 41.6644, 41.7017]",40.543,14772.279447078705
"[41.6662, 41.6249, 41.7584, 41.673, 41.6365, 41.6647, 41.7017]",40.543,14777.228670835495
"[41.665, 41.6249, 41.7579, 41.6728, 41.6352, 41.6642, 41.7018]",40.542,14782.18083024025
"[41.6667, 41.6247, 41.7595, 41.6722, 41.6352, 41.6639, 41.7017]",40.542,14787.158045053482
"[41.6656, 41.6266, 41.7592, 41.6722, 41.6379, 41.6655, 41.7017]",40.543,14792.11026930809
"[41.6662, 41.6254, 41.76, 41.6732, 41.6371, 41.6663, 41.7012]",40.543,14797.059421777725
"[41.6662, 41.627, 41.7595, 41.6736, 41.6359, 41.6663, 41.7023]",40.543,14802.009644985199
"[41.667, 41.627, 41.759, 41.6736, 41.6365, 41.6658, 41.7023]",40.543,14806.968796730042
"[41.6667, 41.6273, 41.7597, 41.6727, 41.6389, 41.6646, 41.7026]",40.544,14811.907971382141
"[41.6661, 41.6281, 41.7585, 41.674, 41.636, 41.6652, 41.702]",40.544,14816.900173902512
"[41.667, 41.626, 41.7579, 41.6751, 41.6374, 41.6649, 41.7014]",40.545,14821.852322340012
"[41.6653, 41.6255, 41.7584, 41.6721, 41.6355, 41.6657, 41.7001]",40.545,14826.803544998169
"[41.6662, 41.6255, 41.7605, 41.6727, 41.6378, 41.6663, 41.7023]",40.544,14831.731696367264
"[41.6656, 41.6258, 41.7593, 41.6732, 41.637, 41.6673, 41.7025]",40.544,14836.684920072556
"[41.6665, 41.6255, 41.7606, 41.6716, 41.6367, 41.6668, 41.702]",40.544,14841.626071453094
"[41.667, 41.6258, 41.7573, 41.6724, 41.6373, 41.6658, 41.7022]",40.543,14846.549232959747
"[41.6667, 41.626, 41.7595, 41.6749, 41.6363, 41.6644, 41.7006]",40.543,14851.530448913574
"[41.6662, 41.6247, 41.759, 41.6736, 41.6351, 41.666, 41.7014]",40.543,14856.501599550247
"[41.6684, 41.6258, 41.7585, 41.6725, 41.6365, 41.6658, 41.702]",40.543,14861.458824157715
"[41.6664, 41.6263, 41.7589, 41.6727, 41.6362, 41.6655, 41.7023]",40.543,14866.404975891113
"[41.6667, 41.6266, 41.7606, 41.673, 41.6374, 41.6652, 41.7009]",40.543,14871.352202892303
"[41.6662, 41.6274, 41.7608, 41.6752, 41.6374, 41.6652, 41.7018]",40.543,14876.304354429245
"[41.6665, 41.6252, 41.7598, 41.6746, 41.6363, 41.6652, 41.7014]",40.544,14881.237578630447
"[41.6659, 41.6254, 41.759, 41.6732, 41.6376, 41.666, 41.701]",40.543,14886.19973063469
"[41.6661, 41.6254, 41.7584, 41.6738, 41.6376, 41.6655, 41.7007]",40.544,14891.145886421204
"[41.6654, 41.6263, 41.7582, 41.6727, 41.6349, 41.6635, 41.7009]",40.543,14896.133036613464
"[41.6665, 41.6257, 41.7582, 41.6736, 41.6373, 41.6655, 41.7028]",40.543,14901.110258340836
"[41.667, 41.6258, 41.76, 41.6727, 41.6371, 41.6638, 41.702]",40.543,14906.08040881157
"[41.6659, 41.6249, 41.76, 41.673, 41.6354, 41.6658, 41.7006]",40.543,14911.06256055832
"[41.6667, 41.6274, 41.7592, 41.6738, 41.6355, 41.665, 41.7017]",40.543,14915.991709709167
"[41.6659, 41.6271, 41.7593, 41.6716, 41.6357, 41.6658, 41.7017]",40.543,14920.944860696793
"[41.665, 41.6252, 41.7606, 41.6719, 41.6351, 41.6652, 41.7014]",40.542,14925.907011508942
"[41.668, 41.6241, 41.7589, 41.6717, 41.6359, 41.6658, 41.7015]",40.542,14930.892162799835
"[41.6683, 41.6263, 41.7589, 41.6738, 41.6371, 41.6654, 41.7026]",40.543,14935.852312326431
"[41.6676, 41.6252, 41.759, 41.6735, 41.6357, 41.6666, 41.7022]",40.543,14940.81346487999
"[41.6654, 41.6247, 41.7587, 41.6733, 41.636, 41.6639, 41.7018]",40.543,14945.783615112305
"[41.6672, 41.627, 41.7597, 41.6735, 41.637, 41.6665, 41.7015]",40.543,14950.764766693115
"[41.6665, 41.6273, 41.76, 41.6738, 41.6376, 41.6669, 41.7023]",40.543,14955.74491739273
"[41.6662, 41.626, 41.7597, 41.6733, 41.637, 41.6654, 41.7036]",40.544,14960.694070339203
"[41.6678, 41.6255, 41.7597, 41.6728, 41.6371, 41.6652, 41.7022]",40.545,14965.67672085762
"[41.6665, 41.6263, 41.7595, 41.6727, 41.6365, 41.6654, 41.7028]",40.545,14970.6738717556
"[41.6656, 41.6257, 41.7603, 41.673, 41.6351, 41.665, 41.7012]",40.544,14975.63402223587
"[41.6675, 41.6268, 41.759, 41.6736, 41.6362, 41.6657, 41.7029]",40.544,14980.595172405243
"[41.667, 41.6266, 41.7611, 41.6738, 41.6371, 41.6654, 41.7026]",40.544,14985.566322803497
"[41.6665, 41.6274, 41.7608, 41.6732, 41.6384, 41.6657, 41.7036]",40.544,14990.525473833084
"[41.6667, 41.627, 41.7595, 41.674, 41.6378, 41.6655, 41.7029]",40.544,14995.497623682022
"[41.6684, 41.6262, 41.76, 41.6736, 41.6376, 41.6663, 41.7029]",40.544,15000.475775241852
"[41.6688, 41.6284, 41.7625, 41.6744, 41.6381, 41.6673, 41.702]",40.544,15005.475927352905
"[41.6669, 41.6268, 41.7612, 41.6751, 41.637, 41.6665, 41.7028]",40.544,15010.460078716278
"[41.6676, 41.6254, 41.7603, 41.6738, 41.6367, 41.6649, 41.7029]",40.544,15015.426229000092
"[41.667, 41.6273, 41.7593, 41.6751, 41.6378, 41.666, 41.7026]",40.544,15020.386380434036
"[41.6678, 41.6265, 41.7608, 41.6736, 41.6384, 41.666, 41.7031]",40.544,15025.357530355453
"[41.6681, 41.627, 41.7592, 41.6736, 41.637, 41.6665, 41.7015]",40.544,15030.318681240082
"[41.6659, 41.6265, 41.7598, 41.6733, 41.636, 41.6655, 41.7018]",40.544,15035.318832874298
"[41.6673, 41.6262, 41.76, 41.6725, 41.6384, 41.6652, 41.7023]",40.544,15040.31398510933
"[41.6684, 41.627, 41.7592, 41.674, 41.6371, 41.6658, 41.7014]",40.544,15045.300136327744
"[41.6672, 41.6263, 41.7589, 41.6738, 41.6365, 41.6668, 41.7022]",40.544,15050.258287668228
"[41.6675, 41.6258, 41.7585, 41.6744, 41.6373, 41.6655, 41.7018]",40.543,15055.249438285828
"[41.6669, 41.6257, 41.7582, 41.6735, 41.636, 41.6638, 41.7006]",40.543,15060.224588155746
"[41.6669, 41.6263, 41.7601, 41.6732, 41.6367, 41.6669, 41.7018]",40.544,15065.22974038124
"[41.6657, 41.6244, 41.7592, 41.6738, 41.6376, 41.6652, 41.7023]",40.544,15070.189890623093
"[41.6673, 41.6263, 41.7595, 41.6708, 41.6349, 41.6658, 41.702]",40.544,15075.152040958405
"[41.6672, 41.6243, 41.7578, 41.6721, 41.6368, 41.6647, 41.7018]",40.544,15080.120192050934
"[41.6659, 41.6241, 41.7578, 41.6705, 41.636, 41.6633, 41.7009]",40.543,15085.092341899872
"[41.6672, 41.6252, 41.7578, 41.674, 41.636, 41.6652, 41.701]",40.543,15090.050493478775
"[41.6665, 41.6263, 41.7601, 41.6738, 41.6348, 41.6658, 41.7017]",40.543,15095.012643098831
"[41.6669, 41.6257, 41.759, 41.674, 41.6368, 41.665, 41.7014]",40.543,15100.011795282364
"[41.6676, 41.6265, 41.7593, 41.6747, 41.6367, 41.6661, 41.7009]",40.543,15104.983945608139
"[41.6675, 41.6265, 41.7605, 41.6732, 41.6367, 41.6652, 41.7028]",40.543,15109.94209575653
"[41.6676, 41.6262, 41.7592, 41.6728, 41.6363, 41.6652, 41.7022]",40.543,15114.912246227264
"[41.668, 41.6276, 41.7598, 41.6733, 41.6371, 41.6649, 41.7025]",40.543,15119.858397245407
"[41.667, 41.627, 41.76, 41.674, 41.6371, 41.6661, 41.7015]",40.543,15124.805546760559
"[41.6665, 41.6265, 41.7606, 41.6735, 41.6367, 41.6663, 41.7018]",40.543,15129.757696151733
"[41.6681, 41.6265, 41.7597, 41.6747, 41.6367, 41.6657, 41.7018]",40.543,15134.684845209122
"[41.6672, 41.6266, 41.7587, 41.674, 41.6365, 41.6657, 41.7022]",40.543,15139.649995565414
"[41.6651, 41.6273, 41.7598, 41.6747, 41.6367, 41.6666, 41.7012]",40.543,15144.634146690369
"[41.6673, 41.6274, 41.7593, 41.6728, 41.6371, 41.6674, 41.7022]",40.543,15149.58429813385
"[41.6672, 41.6276, 41.7597, 41.6746, 41.6368, 41.6663, 41.7028]",40.543,15154.544447422028
"[41.6672, 41.6273, 41.7601, 41.673, 41.6367, 41.6657, 41.7012]",40.544,15159.514599323273
"[41.6662, 41.6258, 41.7614, 41.6728, 41.6371, 41.666, 41.7017]",40.544,15164.494750261307
"[41.6684, 41.6284, 41.7589, 41.6747, 41.6365, 41.6666, 41.7029]",40.545,15169.455900669098
"[41.6672, 41.6271, 41.7608, 41.6732, 41.6393, 41.666, 41.7034]",40.545,15174.46505355835
"[41.667, 41.627, 41.7597, 41.6719, 41.6363, 41.6661, 41.702]",40.545,15179.459706068039
"[41.6664, 41.6258, 41.76, 41.6725, 41.6357, 41.665, 41.702]",40.545,15184.420855045319
"[41.6683, 41.6262, 41.7597, 41.6738, 41.6379, 41.666, 41.7017]",40.544,15189.426008224487
"[41.6676, 41.6276, 41.7598, 41.6738, 41.6374, 41.665, 41.7023]",40.544,15194.391159057617
"[41.6672, 41.6255, 41.7592, 41.6727, 41.6376, 41.6655, 41.7025]",40.544,15199.336310386658
"[41.6656, 41.6266, 41.7598, 41.6744, 41.6373, 41.6655, 41.7033]",40.544,15204.297460794449
"[41.668, 41.6255, 41.7592, 41.6744, 41.6373, 41.6658, 41.702]",40.544,15209.287613391876
"[41.6692, 41.6271, 41.7597, 41.6732, 41.6376, 41.6652, 41.7022]",40.544,15216.588833808899
"[41.6675, 41.6265, 41.7616, 41.6747, 41.6359, 41.6658, 41.702]",40.544,15221.562985420227
"[41.6686, 41.6263, 41.7595, 41.6744, 41.6359, 41.6665, 41.702]",40.544,15226.533135175705
"[41.6678, 41.6257, 41.7609, 41.6724, 41.6378, 41.6658, 41.7029]",40.544,15231.518287181854
"[41.6681, 41.6262, 41.7592, 41.6724, 41.6359, 41.6652, 41.7018]",40.544,15236.478437423706
"[41.6676, 41.6273, 41.7611, 41.6743, 41.6373, 41.6658, 41.7031]",40.544,15241.44858789444
"[41.6676, 41.626, 41.7601, 41.6735, 41.6373, 41.6652, 41.7023]",40.544,15246.429738759995
"[41.6669, 41.6265, 41.7598, 41.6738, 41.6371, 41.666, 41.7023]",40.544,15251.428889989853
"[41.6661, 41.6268, 41.7589, 41.6721, 41.6359, 41.6649, 41.7022]",40.544,15256.40104007721
"[41.6664, 41.626, 41.7585, 41.6736, 41.6368, 41.666, 41.7012]",40.544,15261.364191293716
"[41.6657, 41.6266, 41.7598, 41.6738, 41.6381, 41.6669, 41.7023]",40.544,15266.330341815948
"[41.6664, 41.6289, 41.7593, 41.6735, 41.6379, 41.6647, 41.7029]",40.544,15271.27549123764
"[41.6665, 41.6268, 41.7595, 41.6725, 41.6379, 41.6663, 41.702]",40.543,15276.230640888214
"[41.6673, 41.6263, 41.7606, 41.6736, 41.6374, 41.6661, 41.7023]",40.543,15281.21579170227
"[41.6676, 41.6258, 41.7592, 41.674, 41.637, 41.6663, 41.7009]",40.543,15286.19094157219
"[41.6688, 41.6282, 41.7612, 41.673, 41.6371, 41.6658, 41.7018]",40.543,15291.16209244728
"[41.6669, 41.6263, 41.7603, 41.673, 41.6371, 41.6668, 41.7023]",40.543,15296.11224246025
"[41.6681, 41.6266, 41.7593, 41.6735, 41.6387, 41.666, 41.7029]",40.543,15301.083394289017
"[41.6662, 41.6258, 41.7597, 41.6735, 41.637, 41.6641, 41.7014]",40.543,15306.071046113968
"[41.6673, 41.6244, 41.7597, 41.673, 41.6379, 41.6652, 41.7018]",40.543,15311.039196491241
"[41.6659, 41.6239, 41.7585, 41.6711, 41.6368, 41.6639, 41.7028]",40.543,15316.0263504982
"[41.667, 41.6262, 41.7589, 41.6743, 41.6354, 41.6642, 41.7028]",40.543,15320.999501466751
"[41.6665, 41.6247, 41.7589, 41.6716, 41.6362, 41.6652, 41.7014]",40.543,15325.97565126419
"[41.668, 41.6252, 41.7584, 41.6725, 41.636, 41.6646, 41.7006]",40.543,15330.949801445007
"[41.6659, 41.6238, 41.7587, 41.6719, 41.6365, 41.6642, 41.7003]",40.543,15335.915950775146
"[41.6656, 41.6252, 41.7589, 41.6724, 41.636, 41.6658, 41.6998]",40.543,15340.876101493835
"[41.6665, 41.6254, 41.7585, 41.6728, 41.6357, 41.6655, 41.7006]",40.543,15345.823250770569
"[41.6662, 41.6251, 41.7584, 41.6732, 41.6352, 41.6627, 41.7014]",40.543,15350.799901723862
"[41.6665, 41.6247, 41.7582, 41.6728, 41.6367, 41.6644, 41.7015]",40.543,15355.777051448822
"[41.6667, 41.6262, 41.7582, 41.6732, 41.6365, 41.6654, 41.7015]",40.543,15360.74920296669
"[41.6675, 41.6271, 41.7611, 41.6741, 41.6373, 41.6669, 41.7029]",40.543,15365.71435213089
"[41.6664, 41.6265, 41.76, 41.6743, 41.6373, 41.6665, 41.7022]",40.543,15370.683502674103
"[41.6691, 41.6268, 41.759, 41.6743, 41.6379, 41.666, 41.7014]",40.543,15375.624651432037
"[41.6684, 41.6266, 41.7605, 41.6741, 41.6365, 41.665, 41.7026]",40.543,15380.582038879395
"[41.6673, 41.6266, 41.7598, 41.6743, 41.6376, 41.6669, 41.7025]",40.543,15385.589277744293
"[41.6675, 41.6254, 41.7592, 41.6741, 41.637, 41.6646, 41.7015]",40.543,15390.575429201126
"[41.6653, 41.6244, 41.7587, 41.6719, 41.6359, 41.6639, 41.7023]",40.543,15395.549078702927
"[41.6648, 41.6265, 41.7589, 41.6725, 41.6362, 41.6669, 41.7018]",40.542,15400.513228416443
"[41.6676, 41.6265, 41.7589, 41.673, 41.6374, 41.6646, 41.7014]",40.543,15405.472378492355
"[41.6673, 41.6249, 41.759, 41.6732, 41.6367, 41.6646, 41.7014]",40.543,15410.444529294968
