,Channel 1:,Channel 2:,Channel 3:,Channel 4:,Channel 5:,Channel 6:,Channel 7:,Channel 8:
0,2.556866447584441e-07,2.556866447584441e-07,2.3684412372907643e-07,2.843868741212726e-07,2.9262282850838687e-07,-1.043111280934753e-07,4.557726223897588e-08,2.232444177357351e-07
1,-7.753052265613819e-05,-7.753052265613819e-05,-7.554948525616484e-05,-6.92296490236122e-05,-8.291739568292469e-05,-8.564697601075379e-06,-1.3155842206299469e-05,-5.6790117977645804e-05
2,1.0110547396467229,1.0110547396467229,1.0092684805501413,1.006880603156211,1.0087997107226994,1.00511850152096,1.0048356687300328,1.006284891481526
3,-0.55686474171128,-0.55686474171128,-0.5038606601971589,-0.383866468591996,-0.43915485668928533,-0.2598414934098963,-0.2693688818014407,-0.2661884681420335
